Continent,Colony,CurrentNameOfTerritory,PeriodOfTime,ColonialPower,
Europe,Faroe Islands,Faroe Islands,1814 -1948,Denmark,
Europe,Finland,Finland,1808 -1917,Russia [tbd],
Europe,"Greece (Athens, Salonica,
Thessaloniki)",Greece,1460 -1822,Ottoman Empire [tbd],
Europe,Hungary,Hungary,1541 -1699,Ottoman Empire [tbd],
Europe,Iceland,Iceland,"1814 -1918
(1944)",Denmark,
Europe,Kosovo,Kosovo,1389 -1912,Ottoman Empire [tbd],
Europe,Macedonia (Skopje),Northern Macedonia,1371 -1913,Ottoman Empire [tbd],
Europe,Madeira,Madeira,1580 -1834,Portugal,
Europe,Mani (Greece),Greece,1453 -1822,Ottoman Empire [tbd],
Europe,Moldavia,Moldavia,1541 -1877,Ottoman Empire [tbd],
Europe,Moldavia,Moldavia,1792 -1856,Russia [tbd],
Europe,Montenegro,Montenegro,1516 -1878,Ottoman Empire [tbd],
Europe,Otranto,Italy,1480 -1481,Ottoman Empire [tbd],
Europe,Podolia (region in Ukraine),Ukraine,1672 -1699,Ottoman Empire [tbd],
Europe,Rhodes,Greece,1522 -1912,Ottoman Empire [tbd],
Europe,"Rumelia (European part of
the Balkan peninsula)",Bulgaria,1363 -1908,Ottoman Empire [tbd],
Europe,Samos,Greece,1475 -1912,Ottoman Empire [tbd],
Europe,"Serbia (Belgrade, Ni_,
Kalemegdan)",Serbia,1459 -1878,Ottoman Empire [tbd],
Europe,Transylvania,Romania,1538 -1699,Ottoman Empire [tbd],
Europe,Ukraine,Ukraine,1667-1917,Russia [tbd],
Europe,"Wallachia (region in
Romania)",Romania,1541-1877,Ottoman Empire [tbd],
Oceania,American Samoa,"American Samoa
(US-American overseas territory)",1899 to date,USA,
Oceania,"Australia (Commonwealth of Australia) (dominion from
1907)",Australia,"1770 -1931/
1986",Great Britain,
170,
Continent,Colony,Current name of territory,Period of time,Colonial power,
Oceania,British New Guinea,Papua New Guinea,1884 -1902,Great Britain,
Oceania,Caroline Islands,Palau,1526 -1899,Spain,
Oceania,Caroline Islands,Palau,1899 -1919,German Empire,
Oceania,Caroline Islands,Micronesia,1919 -1944,"Japan (as League of Nations mandate, 1933 Japan-s withdrawal from
the League of Nations)",
Oceania,Cook Islands,New Zealand,1888 -1901,Great Britain,
Oceania,Cook Islands,New Zealand,1901 -1965,New Zealand,
Oceania,Easter Island (Rapa Nui),Chile,1888 to date,Chile,
Oceania,Ellice Islands,Tuvalu,1877 -1978,"Great Britain (1892 part of the British protectorate Gilbert and Ellice Islands, protectorate up to 1915,
colony from 1915)",
Oceania,Fiji,Fiji,1874 -1970,Great Britain,
Oceania,French Polynesia,French Polynesia (French overseas territory since 2004),1842 to date,"France (1842 estab- lishment of the French protectorate Tahiti, French colony from 1880, conquest of the remain- ing islands in 1881, on UN list of Non-Self-Governing
Territories since 2013)",
Oceania,German New Guinea,Papua New Guinea,1884 -1919,German Empire,
Oceania,German Samoa,the archipelago,1900 -1914,German Empire,
Oceania,Gilbert Islands,Kiribati,1892 -1979,"Great Britain (declared a British protectorate together with the Ellice Islands in 1892, protec- torate up to 1916, crown
colony from 1916)",
Oceania,Guam,"Guam (US-American overseas
territory)",1521 -1898,Spain,
Oceania,Guam,"Guam (US-American overseas
territory)",1898 to date,USA,
Oceania,Hawai-i,USA,1898 to date,USA,
Oceania,Mariana Islands,Northern Mariana Islands,1667 -1898/99,Spain,
